# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-01
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	Mim Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr1	11980180	12013514	1p36.22		608507	MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B	Mitofusin 2	MFN2	9927	ENSG00000116688		Charcot-Marie-Tooth disease, axonal, type 2A2A, 609260 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2A2B, 617087 (3); Hereditary motor and sensory neuropathy VIA, 601152 (3), Autosomal dominant	Mfn2 (MGI:2442230)
chr1	12063317	12144212	1p36.22		153243	TNFRSF8, CD30, D1S166E	Tumor necrosis factor receptor superfamily, member 8 (CD30 antigen; Ki-1 antigen)	TNFRSF8	943	ENSG00000120949			Tnfrsf8 (MGI:99908)
chr1	12166947	12209221	1p36.22		191191	TNFRSF1B, TNFR2, TNFBR	Tumor necrosis factor receptor superfamily, member 1B	TNFRSF1B	7133	ENSG00000028137			Tnfrsf1b (MGI:1314883)
chr1	12500000	15900000		1p36.21	609918	GBD2	Gallbladder disease 2	GBD2	100048905			Gallbladder disease 2, 609918 (2)	
chr1	12567909	12618360	1p36.21		612830	DHRS3, RETSDR1	Short-chain dehydrogenase/reductase family, member 3	DHRS3	9249	ENSG00000162496			Dhrs3 (MGI:1315215)
chr1	13474976	13513746	1p36.21		615212	LRRC38	Leucine-rich repeat-containing protein 38	LRRC38	126755	ENSG00000162494			Lrrc38 (MGI:2442845)
chr1	13583756	13617956	1p36.21		608863	PDPN, TI1A, T1A2, GP36, OTS8, AGGRUS	Podoplanin	PDPN	10630	ENSG00000162493			Pdpn (MGI:103098)
chr1	13698874	13825078	1p36.21		601196	PRDM2, RIZ	PR domain-containing protein 2 (retinoblastoma protein-binding zinc-finger protein RIZ)	PRDM2	7799	ENSG00000116731			Prdm2 (MGI:107628)
chr1	15409894	15430342	1p36.21		616450	EFHD2, SWS1	EF-hand domain family, member D2	EFHD2	79180	ENSG00000142634			Efhd2 (MGI:106504)
chr1	15438441	15449246	1p36.21		601405	CTRC, CLCR	Chymotrypsin	CTRC	11330	ENSG00000162438		{Pancreatitis, chronic, susceptibility to}, 167800 (3), Autosomal dominant	Ctrc (MGI:1923951)
chr1	15456727	15472090	1p36.21		609443	CELA2A, ELA2A	Chymotrypsin-like elastase family, member 2A	CELA2A	63036	ENSG00000142615			Cela2a (MGI:95316)
chr1	15476100	15491399	1p36.21		609444	CELA2B, ELA2B	Chymotrypsin-like elastase family, member 2B	CELA2B	51032	ENSG00000215704			
chr1	15491400	15524911	1p36.21		602234	CASP9, APAF3	Caspase 9, apoptosis-related cysteine protease	CASP9	842	ENSG00000132906			Casp9 (MGI:1277950)
chr1	15659712	15662029	1p36.21		601966	RSC1A1, RS1	Regulatory solute carrier protein, family 1, member 1	RSC1A1	6248	ENSG00000215695			Rsc1a1 (MGI:3526447)
chr1	15681505	15734768	1p36.21		609613	PLEKHM2, SKIP, KIAA0842	Pleckstrin homology domain-containing protein, family M, member 2	PLEKHM2	23207	ENSG00000116786			Plekhm2 (MGI:1916832)
chr1	15735087	15741391	1p36.21		610817	SLC25A34	Solute carrier family 25, member 34	SLC25A34	284723	ENSG00000162461			Slc25a34 (MGI:2686215)
chr1	15756170	15786589	1p36.21		607747	FBLP1, MIGFILIN	Filamin-binding LIM protein 1	FBLIM1	54751	ENSG00000162458			Fblim1 (MGI:1921452)
chr1	15847863	15940454	1p36.21-p36.13		613484	SPEN, MINT, SHARP, HIAA0929	SPEN, Drosophila, homolog of	SPEN	23013	ENSG00000065526			Spen (MGI:1891706)
chr1	15900000	39600000		1p36.13-p34.3	609122	ANIB3	Aneurysm, intracranial berry, 3	ANIB3	497657			Aneurysm, intracranial berry, 3, 609122 (2), Autosomal dominant	
chr1	15900000	39600000		1p36.13-p34.3	616055	EA8	Episodic ataxia, type 8		104326187		between rs2743201 and rs215791	Episodic ataxia, type 8, 616055 (2), Autosomal dominant	
chr1	15900000	34300000		1p36.1-p35	601201	MEMO1	Methylation modifier for class I HLA		7795				
chr1	15941868	15976131	1p36.13		604084	ZBTB17, ZNF151, MIZ1	Zinc finger- and BTB domain-containing protein 17	ZBTB17	7709	ENSG00000116809			Zbtb17 (MGI:107410)
chr1	16014027	16018795	1p36.13		610692	HSPB7, CVHSP	Heat-shock 27kD protein 7	HSPB7	27129	ENSG00000173641			Hspb7 (MGI:1352494)
chr1	16021990	16034049	1p36.13		602024	CLCNKA	Chloride channel, kidney, A	CLCNKA	1187	ENSG00000186510	11kb from CLCNKB; simultaneous mutation in CLCNKA and CLCNKB	Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive	Clcnkb (MGI:1930643)
chr1	16043735	16057325	1p36.13		602023	CLCNKB	Chloride channel, kidney, B	CLCNKB	1188	ENSG00000184908	unequal crossingover with CLCNKA	Bartter syndrome, type 3, 607364 (3), Autosomal recessive; Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive	Clcnka (MGI:1329026)
chr1	16124336	16156103	1p36.13		176946	EPHA2, ECK, ARCC2, CTPP1, CTPA, ARCC2, CTRCT6	Ephrin receptor EphA2	EPHA2	1969	ENSG00000142627		Cataract 6, multiple types, 116600 (3), Autosomal dominant	Epha2 (MGI:95278)
chr1	16197855	16212698	1p36.13		612496	ARHGEF19, WGEF	RHO guanine nucleotide exchange factor 19	ARHGEF19	128272	ENSG00000142632			Arhgef19 (MGI:1925912)
chr1	16246839	16352490	1p36.13		609109	FBXO42, FBX42, KIAA1332	F-box only protein 42	FBXO42	54455	ENSG00000037637			Fbxo42 (MGI:1924992)
chr1	16440671	16460089	1p36.13		611624	NECAP2	NECAP endocytosis-associated protein 2	NECAP2	55707	ENSG00000157191			Necap2 (MGI:1913397)
chr1	16545938	16546008	1p36.13		189911	TRNAG1, TRG1	tRNA glycine-1		7195				
chr1	16562426	16613604	1p36.13		610501	NBPF1, KIAA1693	Neuroblastoma breakpoint family, member 1	NBPF1	55672		pseudogenes on 3 and 5		
chr1	16740515	16740678	1p36.13		180680	RNU1A, RNU1	RNA, U1A small nuclear	RNU1-4	6060	ENSG00000207389	?same as A12M2		
chr1	16872582	16872653	1p36.13		180640	TRNAE1, TRNE, TRE	tRNA glutamic acid	TRE-TTC3-1	7193				
chr1	16914081	16972978	1p36.13		615776	CROCC, ROOTLETIN, KIAA0445	Ciliary rootlet coiled-coil protein	CROCC	9696	ENSG00000058453			Crocc (MGI:3529431)
chr1	16974501	16981648	1p36.13		156790	MFAP2, MAGP, MAGP1	Microfibrillar-associated protein-2	MFAP2	4237	ENSG00000117122			Mfap2 (MGI:99559)
chr1	16985957	17011971	1p36.13		610513	ATP13A2, PARK9, KRPPD, CLN12	ATPase, type 13A2	ATP13A2	23400	ENSG00000159363	mutation identified in 1 family with CLN12	?Ceroid lipofuscinosis, neuronal, 12, 606693 (3), Autosomal recessive; Kufor-Rakeb syndrome, 606693 (3), Autosomal recessive	Atp13a2 (MGI:1922022)
chr1	17018721	17054169	1p36.13		185470	SDHB, SDH2, SDHIP, PGL4, CWS2	Succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	SDHB	6390	ENSG00000117118	1 of 2 polypeptides	Cowden syndrome 2, 612359 (3), Autosomal dominant; Gastrointestinal stromal tumor, 606764 (3), Autosomal dominant, Isolated cases; Paraganglioma and gastric stromal sarcoma, 606864 (3); Paragangliomas 4, 115310 (3), Autosomal dominant; Pheochromocytoma, 171300 (3), Autosomal dominant	Sdhb (MGI:1914930)
chr1	17066760	17119452	1p36.13		607935	PADI2	Peptidylarginine deiminase, type II	PADI2	11240	ENSG00000117115			Padi2 (MGI:1338892)
chr1	17205122	17246005	1p36.13		607934	PADI1	Peptidylarginine deiminase, type I	PADI1	29943	ENSG00000281459			Padi1 (MGI:1338893)
chr1	17249078	17284232	1p36.13		606755	PADI3	Peptidylarginine deiminase, type III	PADI3	51702	ENSG00000280549			Padi3 (MGI:1338891)
chr1	17308194	17364003	1p36.13		605347	PADI4, PADI5, PAD	Peptidylarginine deiminase, type IV	PADI4	23569	ENSG00000280908		{Rheumatoid arthritis, susceptibility to}, 180300 (3)	Padi4 (MGI:1338898)
chr1	17372195	17401698	1p36.13		610363	PADI6	Peptidylarginine deiminase, type VI	PADI6	353238	ENSG00000280949			Padi6 (MGI:2655198)
chr1	17520196	17697874	1p36.13		612494	ARHGEF10L, GRINCHGEF, KIAA1626	RHO guanine nucleotide exchange factor 10-like protein	ARHGEF10L	55160	ENSG00000074964			Arhgef10l (MGI:1920004)
chr1	18631005	18748865	1p36.13		167410	PAX7, RMS2	Paired box homeotic gene-7	PAX7	5081	ENSG00000009709	fused with FKHR in rhabdomyosarcoma	Rhabdomyosarcoma 2, alveolar, 268220 (3), Autosomal recessive	Pax7 (MGI:97491)
chr1	18839598	18859660	1p36.13		606226	TAS1R2, T1R2	Taste receptor type 1, member 2	TAS1R2	80834	ENSG00000179002			Tas1r2 (MGI:1933546)
chr1	18871429	18902798	1p36.13		606811	ALDH4A1, ALDH4, P5CDH	Aldehyde dehydrogenase 4 family, member A1 (delta-1-pyrroline 5-carboxylate dehydrogenase)	ALDH4A1	8659	ENSG00000159423		Hyperprolinemia, type II, 239510 (3), Autosomal recessive	Aldh4a1 (MGI:2443883)
chr1	19074505	19210333	1p36.13		609890	UBR4, ZUBR1, RBAF600, KIAA1307	Ubiquitin protein ligase E3 component n-recognin 4	UBR4	23352	ENSG00000127481			Ubr4 (MGI:1916366)
chr1	19215663	19251558	1p36.13		616846	EMC1, KIAA0090, CAVIPMR	Endoplasmic reticulum membrane protein complex, subunit 1	EMC1	23065	ENSG00000127463		Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875 (3), Autosomal recessive	Emc1 (MGI:2443696)
chr1	19265981	19274073	1p36.13		608478	AKR7A4, AFAR3	Aldo-keto reductase family 7, member A4	AKR7L	246181				
chr1	19274308	19289361	1p36.13		608477	AKR7A3, AFAR2	Aldo-keto reductase family 7, member A3	AKR7A3	22977	ENSG00000162482			
chr1	19302707	19312145	1p36.13		603418	AKR7A2, AKR7, AFAR	Aldo-keto reductase family 7, member A2	AKR7A2	8574	ENSG00000053371	pseudogenes on Xq25 and 1p12		Akr7a5 (MGI:107796)
chr1	19312245	19332610	1p36.13		614760	PQLC2	PQ loop repeat-containing protein 2	PQLC2	54896	ENSG00000040487			Pqlc2 (MGI:2384837)
chr1	19338772	19485640	1p36.13		601572	CAPZB, CAPPB	Capping protein (actin filament) muscle Z-line, beta	CAPZB	832	ENSG00000077549			Capzb (MGI:104652)
chr1	19596976	19629820	1p36.13		616574	MINOS1, MIO10, MIC10	Mitochondrial inner membrane organizing system protein 1	MINOS1	440574	ENSG00000173436			Minos1 (MGI:1913628)
chr1	19643228	19658455	1p36.13		600613	D1S1733E, DAN	Differential-screening-selected gene aberrant in neuroblastoma	NBL1	4681	ENSG00000158747	aberrant in some neuroblastomas		Nbl1 (MGI:104591)
chr1	19665286	19680965	1p36.13		601109	HTR6	5-hydroxytryptamine (serotonin) receptor-6	HTR6	3362	ENSG00000158748			Htr6 (MGI:1196627)
chr1	19881710	19912944	1p36.13		611758	OTUD3, KIAA0459	OTU domain-containing protein 3	OTUD3	23252	ENSG00000169914			Otud3 (MGI:1920412)
chr1	19975430	19980438	1p36.13		172411	PLA2G2A, PLA2B, PLA2L, MOM1	Phospholipase A2, group IIA, platelets, synovial fluid	PLA2G2A	5320	ENSG00000188257		{Colorectal cancer}, 114500 (3), Autosomal dominant	
chr1	20028349	20091900	1p36.13		601192	PLA2G5, FRFB	Phospholipase A2, group V	PLA2G5	5322	ENSG00000127472		[Fleck retina, familial benign], 228980 (3), Autosomal recessive	Pla2g5 (MGI:101899)
chr1	20100000	23600000		1p36.12	612957	B6QTL1	Vitamin B6 plasma level QTL 1		100302718		associated with rs4654748	{Vitamin B6 plasma level QTL 1}, 612957 (2)	
chr1	20100000	34300000		1p36.12-p35.1	612627	BFIS4, BFIC4	Seizures, benign familial infantile, 4		100271922		between D1S2864 and D1S2830	Seizures, benign familial infantile, 4, 612627 (2)	
chr1	20112649	20119565	1p36.12		605630	PLA2G2D, SPLASH	Phospholipase A2, group IID	PLA2G2D	26279	ENSG00000117215			Pla2g2d (MGI:1341796)
chr1	20139325	20150385	1p36.12		616793	PLA2G2F	Phospholipase A2, group IIf	PLA2G2F	64600	ENSG00000158786			Pla2g2f (MGI:1349661)
chr1	20183105	20196059	1p36.12		616783	UBXN10	UBX domain protein 10	UBXN10	127733	ENSG00000162543			Ubxn10 (MGI:2443123)
chr1	20482390	20486234	1p36.12		614986	CAMK2N1	Calcium/calmodulin-dependent protein kinase II inhibitor 1	CAMK2N1	55450	ENSG00000162545			Camk2n1 (MGI:1913509)
chr1	20499447	20508482	1p36.12		612037	MUL1, MULAN, C1orf166	Mitochondrial ubiquitin ligase activator of NFKB1	MUL1	79594	ENSG00000090432			Mul1 (MGI:1915600)
chr1	20588950	20618907	1p36.12		123920	CDA	Cytidine deaminase	CDA	978	ENSG00000158825			Cda (MGI:1919519)
chr1	20633454	20651510	1p36.12		608309	PINK1, PARK6	PTEN-induced putative kinase 1	PINK1	65018	ENSG00000158828		Parkinson disease 6, early onset, 605909 (3), Autosomal recessive	Pink1 (MGI:1916193)
chr1	20651766	20661543	1p36.12		602202	DDOST, OST, OST48, CDG1R	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	DDOST	1650	ENSG00000244038	mutation (cmpd het) identified in 1 CDG1R patient	?Congenital disorder of glycosylation, type Ir, 614507 (3), Autosomal recessive	Ddost (MGI:1194508)
chr1	20662293	20718016	1p36.12		605037	KIF17, KIAA1405	Kinesin family member 17	KIF17	57576	ENSG00000117245			Kif17 (MGI:1098229)
chr1	20742676	20787808	1p36.12		616072	HP1BP3, HP1BP74	Heterochromatin protein 1-binding protein 3	HP1BP3	50809	ENSG00000127483			Hp1bp3 (MGI:109369)
chr1	20806291	21177319	1p36.12		603929	EIF4G3, EIF4GII	Eukaryotic translation initiation factor 4-gamma, 3	EIF4G3	8672	ENSG00000075151			Eif4g3 (MGI:1923935)
chr1	21217246	21345540	1p36.12		600423	ECE1	Endothelin converting enzyme 1	ECE1	1889	ENSG00000117298		Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3); {Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial	Ece1 (MGI:1101357)
chr1	21436774	21484899	1p36.12		612992	NBPF3	Neuroblastoma breakpoint family, member 3	NBPF3	84224	ENSG00000142794			
chr1	21508981	21578411	1p36.12		171760	ALPL, HOPS, TNSALP	Alkaline phosphatase, liver/bone/kidney	ALPL	249	ENSG00000162551		Hypophosphatasia, adult, 146300 (3), Autosomal recessive, Autosomal dominant; Hypophosphatasia, childhood, 241510 (3), Autosomal recessive; Hypophosphatasia, infantile, 241500 (3), Autosomal recessive; Odontohypophosphatasia, 146300 (3), Autosomal recessive, Autosomal dominant	Alpl (MGI:87983)
chr1	21596214	21669443	1p36.12		600278	RAP1GA1	RAP1, GTPase activating protein 1	RAP1GAP	5909	ENSG00000076864			Rap1gap (MGI:109338)
chr1	21822231	21937296	1p36.12		142461	HSPG2, PLC, SJS, SJA, SJS1	Heparan sulfate proteoglycan of basement membrane (perlecan)	HSPG2	3339	ENSG00000142798		Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3), Autosomal recessive; Schwartz-Jampel syndrome, type 1, 255800 (3), Autosomal recessive	Hspg2 (MGI:96257)
chr1	22052626	22092942	1p36.12		116952	CDC42, TKS	Cell division cycle 42 (GTP-binding protein, 25kD)	CDC42	998	ENSG00000070831		Takenouchi-Kosaki syndrome, 616737 (3)	
chr1	22117304	22143980	1p36.12		603490	WNT4, SERKAL	Wingless-type MMTV integration site family, member 4	WNT4	54361	ENSG00000162552		Mullerian aplasia and hyperandrogenism, 158330 (3), Autosomal dominant; SERKAL syndrome, 611812 (3)	Wnt4 (MGI:98957)
chr1	22428837	22531156	1p36.12		612106	ZBTB40, KIAA0478	Zinc finger- and BTB domain-containing protein 40	ZBTB40	9923	ENSG00000184677			Zbtb40 (MGI:2682254)
chr1	22563507	22603593	1p36.12		176945	EPHA8, EEK, HEK3	Ephrin receptor EphA8 (eph- and elk-related kinase)	EPHA8	2046	ENSG00000070886			Epha8 (MGI:109378)
chr1	22636624	22639681	1p36.12		120550	C1QA	Complement component 1, q subcomponent, A chain	C1QA	712	ENSG00000173372		C1q deficiency, 613652 (3), Autosomal recessive	C1qa (MGI:88223)
chr1	22643624	22648109	1p36.12		120575	C1QC, C1QG	Complement component 1, q subcomponent, C chain	C1QC	714	ENSG00000159189		C1q deficiency, 613652 (3), Autosomal recessive	C1qc (MGI:88225)
chr1	22653188	22661535	1p36.12		120570	C1QB	Complement component 1, q subcomponent, B chain	C1QB	713	ENSG00000173369		C1q deficiency, 613652 (3), Autosomal recessive	C1qb (MGI:88224)
chr1	22710769	22921499	1p36.12		600997	EPHB2, EPHT3, DRT, ERK, PCBC, CAPB	eph tyrosine kinase 3 (ephrin receptor EphB2)	EPHB2	2048	ENSG00000133216		{Prostate cancer/brain cancer susceptibility, somatic}, 603688 (3)	Ephb2 (MGI:99611)
chr1	23019442	23083690	1p36.12		609132	KDM1A, LSD1, AOF2, BHC110, KIAA0601, CPRF	Lysine-specific demethylase 1A	KDM1A	23028	ENSG00000004487		Cleft palate, psychomotor retardation, and distinctive facial features, 616728 (3), Autosomal dominant	Kdm1a (MGI:1196256)
chr1	23084016	23177807	1p36.12		601422	LUZP1	Leucine zipper protein 1	LUZP1	7798	ENSG00000169641			Luzp1 (MGI:107629)
chr1	23191894	23194728	1p36.12		182133	HTR1D	5-hydroxytryptamine (serotonin) receptor-1D	HTR1D	3352	ENSG00000179546			Htr1d (MGI:96276)
chr1	23304687	23344649	1p36.12		607201	HNRPR, HNRNPR	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	10236	ENSG00000282958			Hnrnpr (MGI:1891692)
chr1	23359447	23369863	1p36.12		611703	ZNF436, KIAA1710	Zinc finger protein 436	ZNF436	80818	ENSG00000283009			Zfp46 (MGI:99192)
chr1	23379952	23424778	1p36.12		604128	TCEA3	Transcription elongation factor A, 3	TCEA3	6920	ENSG00000282941			Tcea3 (MGI:1196908)
chr1	23428562	23484630	1p36.12		616594	ASAP3, UPLC1, CENTB6, DDEFL1, ACAP4	ARF GTPase-activating protein with SH3 domain, ankyrin repeat, and PH domain 3	ASAP3	55616	ENSG00000282854			Asap3 (MGI:2684986)
chr1	23505695	23531265	1p36.12		600426	E2F2	E2F transcription factor 2	E2F2	1870	ENSG00000282899			E2f2 (MGI:1096341)
chr1	23557929	23559793	1p36.12		600277	ID3	Inhibitor of DNA binding 3, dominant negative, helix-loop-helix protein	ID3	3399	ENSG00000283060			Id3 (MGI:96398)
chr1	23627333	23640565	1p36.11		607305	MDS2	Myelodysplasia syndrome gene 2	MDS2	259283		fused with ETV6 in myelodysplastic syndrome		
chr1	23691778	23696424	1p36.11		604175	RPL11, DBA7	Ribosomal protein L11	RPL11	6135	ENSG00000142676		Diamond-Blackfan anemia 7, 612562 (3)	Rpl11 (MGI:1914275)
chr1	23743365	23762058	1p36.11		600786	TCEB3	Transcription elongation factor B (SIII), polypeptide 3 (110kD, elongin A)	TCEB3	6924	ENSG00000011007			Tceb3 (MGI:1351315)
chr1	23790788	23795538	1p36.11		616143	LYPLA2, APT2	Lysophospholipase II	LYPLA2	11313	ENSG00000011009			Lypla2 (MGI:1347000)
chr1	23795598	23800803	1p36.11		606953	GALE	UDP galactose-4-epimerase	GALE	2582	ENSG00000117308		Galactose epimerase deficiency, 230350 (3), Autosomal recessive	Gale (MGI:1921496)
chr1	23801876	23825458	1p36.11		613898	HMGCL	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	HMGCL	3155	ENSG00000117305		HMG-CoA lyase deficiency, 246450 (3), Autosomal recessive	Hmgcl (MGI:96158)
chr1	23845076	23868368	1p36.11		612280	FUCA1	Fucosidase, alpha-L- 1, tissue	FUCA1	2517	ENSG00000179163	8cM distal to RH; pseudogene on 2q31-q32	Fucosidosis, 230000 (3), Autosomal recessive	Fuca1 (MGI:95593)
chr1	23870525	23913326	1p36.11		605051	CNR2, CB2, CX5	Cannabinoid receptor 2	CNR2	1269	ENSG00000188822			Cnr2 (MGI:104650)
chr1	23959163	23963461	1p36.11		611882	PNRC2	Proline-rich nuclear receptor coactivator 2	PNRC2	55629	ENSG00000189266			Pnrc2 (MGI:106512)
chr1	23964346	23980926	1p36.11		605221	SRSF10, FUSIP1, TASR, TASR1, TASR2	Splicine factor, serine/arginine-rich, 10	SRSF10	10772	ENSG00000188529	pseudogenes on chr. 9, 12, 20		Srsf10 (MGI:1333805)
chr1	24056040	24112174	1p36.11		616832	MYOM3	Myomesin 3	MYOM3	127294	ENSG00000142661			Myom3 (MGI:2685280)
chr1	24154155	24187274	1p36.11		607404	IFNLR1, IL28RA	Interferon, lambda receptor 1	IFNLR1	163702	ENSG00000185436			Ifnlr1 (MGI:2429859)
chr1	24319321	24364481	1p36.11		608317	GRHL3, SOM, TFCP2L4, VWS2	Grainyhead-like 3	GRHL3	57822	ENSG00000158055		Van der Woude syndrome 2, 606713 (3), Autosomal dominant	Grhl3 (MGI:2655333)
chr1	24356998	24415532	1p36.11		615826	STPG1, MAPO2, C1orf201	Sperm-tail PG-rich repeat-containing protein 1	STPG1	90529	ENSG00000001460			Stpg1 (MGI:1926056)
chr1	24502350	24537019	1p36.11		605860	RCAN3, DSCR1L2, MCIP3	Regulator of calcineurin 3	RCAN3	11123	ENSG00000117602			Rcan3 (MGI:1858220)
chr1	24643011	24673280	1p36.11		605975	SRRM1, SRM160	Serine/arginine repetitive matrix 1 (ser/arg-related nuclear matrix protein, 160kD)	SRRM1	10250	ENSG00000133226			
chr1	24899510	24965157	1p36.11		600210	RUNX3, CBFA3, PEBP2A3, AML2	Runt-related transcription factor 3	RUNX3	864	ENSG00000020633			Runx3 (MGI:102672)
chr1	25222275	25232521	1p36.11		607090	SYF2, P29	SYF2 RNA splicing factor, S. cerevisiae, homolog of	SYF2	25949	ENSG00000117614			Syf2 (MGI:1915842)
chr1	25272392	25330444	1p36.11		111680	RHD	Rhesus system D polypeptide	RHD	6007	ENSG00000187010		[Rh-negative blood type] (3)	Rhd (MGI:1202882)
chr1	25338297	25362360	1p36.11		605348	TMEM50A, SMP1	Transmembrane protein 50A	TMEM50A	23585	ENSG00000183726	between RHD and RHCE		Tmem50a (MGI:1919067)
chr1	25362248	25430192	1p36.11		111700	RHCE	Rhesus system C and E polypeptides	RHCE	6006	ENSG00000188672	?order: C-E-D	[Blood group, Rhesus], 111690 (3); Rh-null disease, amorph type (3)	Rhd (MGI:1202882)
chr1	25430857	25500208	1p36.11		610301	TMEM57, FLJ10747	Transmembrane protein 57	TMEM57	55219	ENSG00000204178			Tmem57 (MGI:1913396)
chr1	25543579	25590399	1p36.11		605747	LDLRAP1, ARH, FHCB2, FHCB1	Low density lipoprotein receptor adaptor protein 1	LDLRAP1	26119	ENSG00000157978		Hypercholesterolemia, familial, autosomal recessive, 603813 (3)	Ldlrap1 (MGI:2140175)
chr1	25616819	25786206	1p36.11		616772	MAN1C1	Mannosidase, alpha, class 1C, member 1	MAN1C1	57134	ENSG00000117643			Man1c1 (MGI:2446214)
chr1	25800175	25818221	1p36.11		606210	SEPN1, SELN, RSMD1, CFTD	Selenoprotein N	SELENON	57190	ENSG00000162430		Muscular dystrophy, rigid spine, 1, 602771 (3), Autosomal recessive; Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal recessive, Autosomal dominant	Sepn1 (MGI:2151208)
chr1	25861483	25876706	1p36.11		607779	PAQR7, MPRA, PGLP	Progestin and ADIPOQ receptor family, member 7	PAQR7	164091	ENSG00000182749			Paqr7 (MGI:1919154)
chr1	25884185	25906876	1p36.11		151442	STMN1, LAP18, SMN	Stathmin	STMN1	3925	ENSG00000117632			Stmn1 (MGI:96739)
chr1	25959763	25998163	1p36.11		602344	PAFAH2	Platelet-activating factor acetylhydrolase 2	PAFAH2	5051	ENSG00000158006			Pafah2 (MGI:2140321)
chr1	26021748	26036463	1p36.11		601738	EXTL1	Exostosin-like 1	EXTL1	2134	ENSG00000158008			Extl1 (MGI:1888742)
chr1	26038021	26046137	1p36.11		609617	SLC30A2, ZNT2, TNZD	Solute carrier family 30 (zinc transporter), member 2	SLC30A2	7780	ENSG00000158014		Zinc deficiency, transient neonatal, 608118 (3), Autosomal dominant	Slc30a2 (MGI:106637)
chr1	26051303	26067633	1p36.11		606131	TRIM63, RNF28, SMRZ, MURF1	Tripartite motif containing 63	TRIM63	84676	ENSG00000158022			Trim63 (MGI:2447992)
chr1	26109405	26125547	1p36.11		610785	PDIK1L	PDLIM1-interacting kianse 1-like	PDIK1L	149420	ENSG00000175087			Pdik1l (MGI:2385213)
